dish_id,bucket,bucket_reason,b_name_raw,b_name_norm,b_kcal,b_prot,b_fat,b_carb,b_weight_g,b_kbzhu_parse_ok,top1_okolo_id,top1_plu,top1_name,top1_name_score,top1_kbju_diff_pct,top1_weight_diff_g,top1_combined,top1_mutual,top2_okolo_id,top2_plu,top2_name,top2_combined,top3_okolo_id,top3_plu,top3_name,top3_combined
4,REVIEW,review_threshold,ФКВ Сэнд-ролл кур.ст/кар.по-дер/с.с.,сэнд ролл кур ст кар по дер с с,152,4.7,6.4,19,315,True,1832504,4383605,"Сэндвич-ролл с куриными стрипсами картофелем по-деревенски и сырным соусом Перекрёсток Select, 315г",56,0.0,0,0.738,False,1389975,4133313,"Сэндвич-ролл Перекрёсток Select с индейкой, 200г",0.683,1503936,4274164,"Сэндвич-ролл с курицей и морковью по-корейски Перекрёсток Select, 200г",0.601
6,REVIEW,review_threshold,ФКВ Сэн.на уг.хл.ин/пер.гр/пик.соус.,сэн на уг хл ин пер гр пик соус,390,22,15,43,180,True,1855651,4392893,"Сэндвич на угольном хлебе с индейкой перцем гриль и пикантным соусом Перекрёсток Select, 180г",63,0.0,0,0.776,True,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.464,2062772,4428531,"Соус Барбекю Перекрёсток Select, 30г",0.422
7,REVIEW,review_threshold,ФКВ Чиабатта ол/кур.пр.тр/м-горч.с.,чиабатта ол кур пр тр м горч с,319,10,16,35,210,True,1855527,4399430,"Чиабатта с оливками и курицей в пряных травах и медово-горчичным соусом Перекрёсток Select, 210г",61,0.0,0,0.764,False,2009493,78036514,"Чиабатта с ветчиной сыром и соусом тар-тар, 130г",0.699,2039690,4423500,"Мини-чиабатта с куриной ветчиной омлетом и сыром Перекресток Select, 255г",0.694
10,REVIEW,review_threshold,ROSTIC'S Байт.ФИРМ.кур.филе с.т.охл.,байт фирм кур филе с т охл,199,16.4,8.9,13.3,194,True,2026770,4410445,"Байтсы Rostic'S Фирменные из куриного филе с соусом терияки, 194г",56,0.0,0,0.739,True,1619510,4364440,"Салат с куриным филе фунчозой и овощами Перекрёсток Select, 220г",0.622,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.621
11,REVIEW,review_threshold,ФКВ Cэн.кур.су-в.ан/кис-сл.с.,cэн кур су в ан кис сл с,194,11.1,3.8,28.9,160,True,2035717,4420372,"Сэндвич с курицей су-вид ананасами и кисло-сладким соусом Перекрёсток Select, 160г",52,0.0,0,0.711,False,2027271,4409320,"Курица с ананасами в кисло-сладком соусе и рисом Перекрёсток Select, 220г",0.649,2024160,4407903,"Блинчики с курицей и грибами в сливочном соусе Перекрёсток Select, 400г",0.572
283,REVIEW,review_threshold,ПЕРЕКР.SEL.Кокос,кокос,354,3.3,33.5,6.2,170,True,2125045,4442788,"Кокос Перекрёсток Select, 80г",100,0.0,90,1.000,True,2123375,4441573,"Кокос  Перекрёсток Select, 170г",1.000,1846291,78036191,"Какао, 200мл",0.542
13,REVIEW,review_threshold,ФКВ Хачапури по-мег.сыр.с/зел/гр.ор.,хачапури по мег сыр с зел гр ор,430,13.3,29.4,28.2,250,True,2038309,4422351,"Хачапури Перекрёсток Select, 250г",100,33.4,0,0.867,True,2038308,4422352,"Хачапури по-мегрельски с сулугуни зеленью и грецким орехом Перекрёсток Select, 250г",0.791,1430495,4189743,"Сырнички с грушей и персиком Зелёная Линия, 120г",0.505
14,REVIEW,review_threshold,ФКВ Мини-чиабатта курин.ветч/ом/сыр.,мини чиабатта курин ветч ом сыр,279,9,17,24,255,True,2039690,4423500,"Мини-чиабатта с куриной ветчиной омлетом и сыром Перекресток Select, 255г",78,0.0,0,0.871,True,2009493,78036514,"Чиабатта с ветчиной сыром и соусом тар-тар, 130г",0.728,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.709
16,REVIEW,review_threshold,ПЕРЕКР.SEL.Пирог ОСЕТИНСКИЙ кар/сыр.,пирог осетинский кар сыр,275,9.5,10,36.5,200,True,2042777,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",80,0.0,0,0.880,False,2042778,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",0.854,2044092,4425838,"Пирог Осетинский с курицей и сыром Перекрёсток Select, 200г",0.835
17,REVIEW,review_threshold,ПЕРЕКР.SEL.Пирог ОСЕТИНСКИЙ кур/сыр.,пирог осетинский кур сыр,285,14,10,33,200,True,2044092,4425838,"Пирог Осетинский с курицей и сыром Перекрёсток Select, 200г",83,0.0,0,0.897,False,2042778,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",0.886,2042777,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",0.835
18,REVIEW,review_threshold,ПЕРЕКР.SEL. Панини тунц/зап.пер/яйц.,панини тунц зап пер яйц,223,11.2,8.1,26.3,220,True,2047946,4426653,"Панини с тунцом запеченным перцем и яйцом Перекрёсток Select, 220г",72,0.0,0,0.831,True,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.583,1832996,4381913,"Шницель куриный в яйце с картофельным пюре Перекрёсток Select, 210г",0.555
19,REVIEW,review_threshold,ПЕРЕКР.SEL.Сэндвич-ролл кур/гр.конф.,сэндвич ролл кур гр конф,285.1,14,13.1,27.8,165,True,2047947,4427504,"Сэндвич-ролл с курицей и грушевым конфитюром Перекрёсток Select, 165г",71,0.0,0,0.824,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.778,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.714
20,REVIEW,review_threshold,ПЕРЕКР.SEL.Конверт.кур/сыр/том.зел.,конверт кур сыр том зел,268.7,10.1,13.9,25.8,140,True,2048521,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",67,0.0,0,0.800,False,2048517,4428800,"Конвертики с творогом и зеленью Перекрёсток Select, 140г",0.784,1617091,78034824,"Грилата с курицей и сыром, 100г",0.641
22,REVIEW,review_threshold,ПЕРЕКР.SEL.Тортилья кур.филе/хаш/ов.,тортилья кур филе хаш ов,220,3.2,15.1,16.9,245,True,2067972,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",71,0.0,0,0.824,True,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.610,1619510,4364440,"Салат с куриным филе фунчозой и овощами Перекрёсток Select, 220г",0.551
30,REVIEW,review_threshold,ФК Сэндвич-ролл с кур/морк по-к шт.,сэндвич ролл с кур морк по к шт,258,10.9,9.8,31.4,200,True,1503936,4274164,"Сэндвич-ролл с курицей и морковью по-корейски Перекрёсток Select, 200г",74,0.0,0,0.842,True,2108555,78037330,Сэндвич-ролл Цезарь 100г,0.771,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.765
32,REVIEW,review_threshold,ФКВ Сэндвич с курицей тер/твор.сыр.,сэндвич с курицей тер твор сыр,216,9.9,8.3,24.7,200,True,1613899,4358604,"Сэндвич с курицей терияки и творожным сыром Перекрёсток Select, 200г",82,0.0,0,0.893,True,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.815,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.766
34,REVIEW,review_threshold,ФКВ Круассан кур.филе су-вид/сл.пес.,круассан кур филе су вид сл пес,353,11,21,30,135,True,1802370,4371198,"Круассан с куриным филе су-вид и сливочным песто Перекрёсток Select, 135г",78,0.0,0,0.871,True,1802373,4376483,"Круассан с филе копченого лосося, сливочным сыром и рукколой Перекрёсток Select, 110г",0.738,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.624
35,REVIEW,review_threshold,ФКВ Круас.с филе коп.лос/сл.сыр/рук.,круас с филе коп лос сл сыр рук,357,10,21,32,110,True,1802373,4376483,"Круассан с филе копченого лосося, сливочным сыром и рукколой Перекрёсток Select, 110г",69,0.0,0,0.813,True,1802370,4371198,"Круассан с куриным филе су-вид и сливочным песто Перекрёсток Select, 135г",0.703,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.587
36,REVIEW,review_threshold,"ФК Сэндвич-ролл Цезарь с кревет, шт",сэндвич ролл цезарь с кревет шт,286,9.6,18.3,20.7,175,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",100,2.6,25,0.990,True,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.933,2108555,78037330,Сэндвич-ролл Цезарь 100г,0.809
38,REVIEW,review_threshold,ФК Сэндвич-ролл с ветчиной/порт.сал.,сэндвич ролл с ветчиной порт сал,271,8.6,17.3,20,185,True,2031112,4410399,"Сэндвич-ролл с ветчиной и португальским салатом Перекрёсток Select, 185г",84,0.0,0,0.902,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.850,1613901,4358607,"Сэндвич с ветчиной и сыром моцарелла Перекрёсток Select, 200г",0.764
43,REVIEW,review_threshold,ФК Пюре картофельное шт.,пюре картофельное шт,92,1.7,4.3,11.6,450,True,2039268,4416811,"Пюре картофельное Перекрёсток Select, 200г",100,0.0,250,1.000,True,1572201,4298576,"Пюре картофельное Перекрёсток Select, 450г",1.000,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.631
57,REVIEW,review_threshold,ФКВ Блинчики с яблоком/медом/кор.шт.,блинчики с яблоком медом кор шт,185,5.2,7.3,25.3,240,True,1592163,4335249,"Блины с яблоком мёдом и корицей Перекрёсток Select, 240г",81,0.0,0,0.884,True,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.719,2116380,4438005,"Блинчики с мясом Перекрёсток Select, 160г",0.719
59,REVIEW,review_threshold,ФКВ Запеканка тв.черн.ряб/чер.см.шт.,запеканка тв черн ряб чер см шт,182.3,13.7,4.5,23.1,200,True,1615181,4344256,"Запеканка творожная с черноплодной рябиной и чёрной смородиной Шеф Перекрёсток, 200г",55,0.0,0,0.730,False,1494442,4273203,"Запеканка творожная с чёрной смородиной Зелёная Линия, 200г",0.692,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.686
65,REVIEW,review_threshold,ПЕРЕКР.SEL.Налис.КОН.сыр.кр/мал.нач.,налис кон сыр кр мал нач,205.3,4.4,10.9,22.4,140,True,2063167,4429357,"Конвертики с сырным кремом и малиновой начинкой Перекрёсток Select, 140г",54,0.0,0,0.721,True,2039691,4421875,"Блинчики с маковой начинкой Перекрёсток Select, 210г",0.538,2037714,78036406,"Матча латте пряная с кокосовым напитком, 400мл",0.343
72,REVIEW,review_threshold,ПЕРЕКР.SEL.Блинчики с ветчиной/сыр.,блинчики с ветчиной сыр,250,14.7,16.1,11.2,400,True,2116381,4437080,"Блинчики с ветчиной и сыром Перекрёсток Select, 240г",92,0.0,160,0.952,False,2116378,4438328,"Блинчики с ветчиной и сыром Перекрёсток Select, 400г",0.952,2115381,4436507,"Блинчики с ветчиной и сыром Перекрёсток Select, 160г",0.813
74,REVIEW,review_threshold,ФК Каша молочная рисовая,каша молочная рисовая,97,2.1,4.5,12,250,True,1306990,3681003,"Каша молочная рисовая Перекрёсток Select, 250г",100,41.4,0,0.834,True,1589973,4331754,"Каша овсяная на молоке Перекрёсток Select, 250г",0.804,1828724,4381670,"Каша рисовая с мякотью кокоса Перекрёсток Select, 220г",0.722
82,REVIEW,review_threshold,ФК Оладьи жареные шт.,оладьи жареные шт,269,6.9,11,35.5,160,True,2021724,4407908,"Оладьи жареные Перекрёсток Select, 250г",100,0.0,90,1.000,True,1452995,4228141,"Оладьи жареные Перекрёсток Select, 160г",1.000,2021725,4410402,"Оладьи печеночные жареные Перекрёсток Select, 280г",0.769
85,REVIEW,review_threshold,ФК Блинчики с курицей/грибами сл.с.,блинчики с курицей грибами сл с,222,7.6,13.3,17.9,160,True,2024160,4407903,"Блинчики с курицей и грибами в сливочном соусе Перекрёсток Select, 400г",95,0.0,240,0.967,True,2020862,4407902,"Блинчики с курицей и грибами в сливочном соусе Перекрёсток Select, 160г",0.967,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.784
88,REVIEW,review_threshold,ФК Блинчики лососем/тв.сыр.,блинчики лососем тв сыр,232,11.4,14.2,14.8,150,True,2021100,4407906,"Блинчики с лососем и творожным сыром Перекрёсток Select, 150г",82,0.0,0,0.892,True,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.775,2116380,4438005,"Блинчики с мясом Перекрёсток Select, 160г",0.775
91,REVIEW,review_threshold,ПЕРЕКР.SEL.Закус.Хумус рецепт из Иер,закус хумус рецепт из иер,361,8.2,32.2,9.6,300,True,1430625,4183545,"Хумус рецепт из Иерусалима Перекрёсток Select, 300г",75,0.0,0,0.850,True,1430446,4183935,"Хумус Шеф Перекрёсток, 150г",0.573,1499477,4280523,"Рамен с курицей Перекрёсток Select, 300г",0.472
106,REVIEW,review_threshold,ШЕФ ПЕРЕК.Лимонад малин.с мятой,перек лимонад малин с мятой,40,0,0,10,250,True,1514307,4302221,"Лимонад малиновый с мятой Перекрёсток Select, 250мл",81,0.0,0,0.885,True,2046245,4415730,"Лимонад Лаванда с сoком среднегазированный безалкогольный Перекрёсток Select, 320мл",0.633,1837366,78035791,"Латте Малина Можжевельник, 400мл",0.452
100,REVIEW,review_threshold,ЗЕЛ.ЛИН Морс черносмородиновый,зел лин морс черносмородиновый,41.6,0,0,10.4,0.5,True,1429769,4187804,"Морс черносмородиновый Зелёная Линия, 500мл",91,0.0,500,0.945,False,1512200,4297531,"Морс черносмородиновый Зелёная Линия, 1л",0.938,1429768,4187803,"Морс Облепиховый Зелёная Линия, 500мл",0.780
110,REVIEW,review_threshold,ПЕРЕКР.SEL.Пюре CМУЗИ ЦИТР.МИКС,пюре cмузи цитр микс,45.4,0.6,0.2,10.3,250,True,1610771,4353152,"Смузи Цитрусовый микс Перекрёсток Select, 250мл",68,0.0,0,0.810,True,1509597,4273862,"Суп-пюре из тыквы Перекрёсток Select, 300г",0.527,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.391
113,REVIEW,review_threshold,ШЕФ ПЕРЕК.Морс КЛУБНИЧНЫЙ,перек морс клубничный,40,0,0,10,500,True,1622241,4360073,"Морс клубничный Шеф Перекрёсток, 500мл",83,0.0,0,0.900,True,2028748,4413748,"Морс Брусничный Перекрёсток Select, 250мл",0.800,2042250,4421815,"Чай зелёный Клубничный с манго негазированный Перекрёсток Select, 500мл",0.742
287,REVIEW,review_threshold,ПЕРЕКР.SEL.Смесь фрукт/яг.ан/кл/гол.,смесь фрукт яг ан кл гол,46,0.3,0.1,9.5,200,True,2123416,4441668,"Смесь ананас-клубника-голубика Перекресток Select, 200г",63,0.0,0,0.778,False,1609621,4352869,"Смузи с манго и морковью Перекрёсток Select, 250мл",0.535,2113601,78037238,"Мини-эклер ягодный, 27г",0.367
124,REVIEW,review_threshold,ШЕФ ПЕРЕК.Котл из судак/кревет.рис.,перек котл из судак кревет рис,532,23,27,50,270,True,1435906,4192787,"Котлета из судака и креветок с рисом Перекрёсток Select, 270г",76,0.0,0,0.855,True,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",0.548,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",0.433
125,REVIEW,review_threshold,ШЕФ ПЕРЕК.Фишк.карт.пюр.с-с.ТАР-ТАР,перек фишк карт пюр с с тар тар,232,10,17.2,14,280,True,1433383,4192791,"Фишкейки с картофельным пюре и соусом тар-тар Перекрёсток Select, 280г",61,0.0,0,0.764,True,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.628,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",0.607
126,REVIEW,review_threshold,ФКВ Жар.рис с кревет.по-Азиат.шт.,жар рис с кревет по азиат шт,160,4.8,4,26,250,True,1448054,4221854,"Жареный рис по-азиатски с креветками Перекрёсток Select, 250г",78,0.0,0,0.869,True,1494094,4276196,"Поке с креветками и соусом Альтерно Перекрёсток Select, 210г",0.557,2045008,4425860,"Суп  Сливочный с треской креветками и песто Перекрёсток Select, 300г",0.555
127,REVIEW,review_threshold,ФКВ Бифштекс гов.карт.пюре,бифштекс гов карт пюре,530,20,38,28,250,True,1598015,4340929,"Бифштекс из говядины с картофельным пюре, Перекрёсток Select, 250г",74,0.0,0,0.846,True,1591188,4332829,"Бефстроганов с картофельным пюре Перекрёсток Select, 250г",0.491,2044350,4419226,"Биточки мясные с картофельным пюре Перекрёсток Select, 300г",0.435
128,REVIEW,review_threshold,ШЕФ ПЕРЕК.Филе кур.су-в.с.беш/ов.б.,перек филе кур су в с беш ов б,58.6,8,8,5.6,250,True,1619594,4362089,"Филе куриное су-вид с соусом Бешамель и овощными биточками Перекрёсток Select, 250г",52,0.0,0,0.714,False,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.569,2027006,4409322,"Паста с цыпленком в соусе Пепе Верде Перекрёсток Select, 230г",0.549
129,REVIEW,review_threshold,ФКВ Эскалоп из свинины с картофелем,эскалоп из свинины с картофелем,219.7,9,14.9,12.4,250,True,1623103,4366792,"Эскалоп из свинины с картофелем Перекрёсток Select, 250г",100,32.7,0,0.869,True,1619509,4364442,"Салат с тунцом и картофелем Перекрёсток Select, 200г",0.736,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.707
133,REVIEW,review_threshold,ФКВ Гедза зеленые с креветк.бел/ов.,гедза зеленые с креветк бел ов,75,1.4,2.8,11,160,True,1800379,4373585,"Гедза зелёные с креветкой белоногой и овощами Перекрёсток Select, 160г",80,0.0,0,0.880,True,1448054,4221854,"Жареный рис по-азиатски с креветками Перекрёсток Select, 250г",0.516,2116477,78037439,"Изотоник зеленый виноград с березовым соком, 350мл",0.484
134,REVIEW,review_threshold,ФКВ Лап.МИ КСАО БО яич.гов.жар.на в.,лап ми ксао бо яич гов жар на в,274.3,10.4,12.3,30.5,280,True,1800371,4373614,"Лапша яичная с говядиной жареная на воке Перекрёсток Select, 280г",62,0.0,0,0.772,False,1498816,4280524,"Фо Бо Перекрёсток Select, 300г",0.574,2009258,78036196,"Какао на овсяном напитке, 400мл",0.384
139,REVIEW,review_threshold,ФКВ Колбаски по-нюрнбергс.кар/гор.с.,колбаски по нюрнбергс кар гор с,234.9,5.9,19.3,9.4,205,True,1832995,4381902,"Колбаски по-нюрнбергски с картофелем и горчичным соусом Перекрёсток Select, 205г",72,0.0,0,0.833,True,1828716,4381905,"Котлета по-киевски с картофельным пюре Перекрёсток Select, 280г",0.588,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.564
142,REVIEW,review_threshold,ФКВ Котлетка куриная каб.кар.по-дер.,котлетка куриная каб кар по дер,124.6,5.3,6.6,11,190,True,1832994,4381906,"Котлетка куриная с кабачками с картофелем по-деревенски Перекрёсток Select, 190г",76,0.0,0,0.856,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.727,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.672
147,REVIEW,review_threshold,ФКВ Оладьи куриные со спагет/том.с.,оладьи куриные со спагет том с,152.1,6.9,7.3,14.7,250,True,1828742,4382077,"Оладьи куриные со спагетти и томатным соусом Перекрёсток Select, 250г",81,0.0,0,0.886,True,1828720,4382078,"Оладьи куриные Перекрёсток Select, 160г",0.793,2016804,4403477,"Биточек куриный со спагетти в томатном соусе Перекрёсток Select, 220г",0.684
149,REVIEW,review_threshold,ФКВ Стрипсы кур.филе карт.по-д/с.с.,стрипсы кур филе карт по д с с,189,11.8,7.4,17.8,265,True,1832505,4383603,"Стрипсы из куриного филе с картофелем по-деревенски и сырным соусом Перекрёсток Select, 265г",76,0.0,0,0.853,True,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.742,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.684
150,REVIEW,review_threshold,ФКВ Филе куриное гр.под сыр.кор.кар.,филе куриное гр под сыр кор кар,157,12.7,5.5,14.2,240,True,1846918,4389855,"Филе куриное с грибами под сырной корочкой с картофелем Перекрёсток Select, 240г",74,0.0,0,0.843,True,1521245,4309962,"Филе куриное с гречкой и луковым соусом Перекрёсток Select, 230г",0.676,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.604
152,REVIEW,review_threshold,ФКВ Бризоль кур.пен/соус.,бризоль кур пен соус,157,8.9,7.2,14.1,250,True,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",77,0.0,0,0.862,True,1581963,4324261,"Крем-суп грибной Перекрёсток Select, 300г",0.512,1803412,4372001,"Соус Сальса Перекрёсток Select, 35г",0.485
153,REVIEW,review_threshold,ФКВ Паста орзо крев.оч.вар.сл-том.с.,паста орзо крев оч вар сл том с,181,8.1,7.3,20.7,250,True,2043016,4420968,"Паста орзо с креветками в сливочно-томатном соусе Перекрёсток Select, 250г",70,0.0,0,0.820,True,2027006,4409322,"Паста с цыпленком в соусе Пепе Верде Перекрёсток Select, 230г",0.712,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.705
155,REVIEW,review_threshold,ФКВ Шашлык из курицы карт/том.с/лав.,шашлык из курицы карт том с лав,309,18,18,20,250,True,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",83,0.0,0,0.900,True,2048521,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",0.633,1619669,4364439,"Оладьи из курицы с рисом и овощами Перекрёсток Select, 250г",0.597
157,REVIEW,review_threshold,ФКВ Говядина томлен.пер.соусе с ор.,говядина томлен пер соусе с ор,135,7.6,5,13.6,270,True,2038055,4422949,"Говядина томленая в перечном соусе с орзо Перекрёсток Select, 270г",85,0.0,0,0.907,True,1574330,4312151,"Говядина с черносливом и гречкой Перекрёсток Select, 300г",0.636,1521649,4309963,"Плов с говядиной Перекрёсток Select, 250г",0.608
159,REVIEW,review_threshold,ФКВ Паста КАВАТАППИ моцарел/сыр.чед.,паста каватаппи моцарел сыр чед,379,12.6,19.2,38.2,230,True,2039688,4423449,"Паста каватаппи с моцареллой и сыром чеддер Перекрёсток Select, 230г",84,0.0,0,0.903,True,1613901,4358607,"Сэндвич с ветчиной и сыром моцарелла Перекрёсток Select, 200г",0.674,1350336,4128971,"Паста Перекрёсток Select Карбонара, 250г",0.569
160,REVIEW,review_threshold,ПЕРЕКР.SEL.Паста с вешен/кур.ф.сл.с.,паста с вешен кур ф сл с,196,8.7,7.6,21,250,True,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",61,0.0,0,0.767,False,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.693,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.679
161,REVIEW,review_threshold,ПЕРЕКР.SEL.Стейк фор.на пару отв.ов.,стейк фор на пару отв ов,91,11.3,3.4,3.5,230,True,2043402,4424684,"Стейк из форели на пару с отварными овощами Перекрёсток Select, 230г",72,0.0,0,0.830,True,1800378,4373584,"Гедза с курицей на пару Перекрёсток Select, 160г",0.556,1443279,78031257,"Латте на кокосовом молоке, 250мл",0.498
162,REVIEW,review_threshold,ПЕРЕКР.SEL.Лобио из кр.фас/гр.орех.,лобио из кр фас гр орех,119,4.7,4.8,14,180,True,2067841,4433429,"Лобио из красной фасоли с грецким орехом Перекрёсток Select, 180г",73,0.0,0,0.838,True,1832990,4381901,"Гуляш из курицы с овощами с гречкой отварной Перекрёсток Select, 240г",0.665,1581963,4324261,"Крем-суп грибной Перекрёсток Select, 300г",0.559
163,REVIEW,review_threshold,ПЕРЕК.SELECT Микс кап.цв/бр.мор.отв.,перек select микс кап цв бр мор отв,29.1,1.1,0.3,5.5,150,True,2109300,4433900,"Микс капусты цветной и брокколи с морковью отварной Перекрёсток Select, 150г",53,0.0,0,0.721,True,2013410,4405770,"Морковь По-Корейски Перекрёсток Select, 200г",0.494,1839638,4379037,"Морковь с баклажанами по-корейски Перекрёсток Select, 200г",0.429
167,REVIEW,review_threshold,ПЕРЕКР.SEL.Лазанья по-мил.кур/с.беш.,лазанья по мил кур с беш,185,7.6,10.1,16,330,True,2115684,4437060,"Лазанья по-милански с курицей и соусом бешамель Перекрёсток Select, 330г",68,0.0,0,0.806,True,2016966,4401912,"Удон с курицей и овощами Перекрёсток Select, 215г",0.641,1800454,78034911,"Бейбичино Лаванда с миндальным напитком, 200мл",0.586
168,REVIEW,review_threshold,ПЕРЕКР.SEL.Мясо по-французс.кур/шам.,мясо по французс кур шам,187,12.8,13,4.7,190,True,2117413,4437462,"Мясо по-французски с курицей и шампиньонами Перекрёсток Select, 190г",72,0.0,0,0.830,True,2117789,4438649,"Суп куриный с фрикадельками Перекрёсток Select, 280г",0.569,2117518,78037358,"Шаурма с курицей-помидором-огурцом, 210г",0.545
169,REVIEW,review_threshold,ПЕРЕКР.SEL.Котл.говяд.с.бел.гр/к.п.,котл говяд с бел гр к п,197,7.3,14.6,8.5,280,True,2118254,4438651,"Котлета из говядины с соусом из белых грибов и картофельным пюре Перекрёсток Select, 280г",55,0.0,0,0.729,False,1521649,4309963,"Плов с говядиной Перекрёсток Select, 250г",0.564,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",0.554
175,REVIEW,review_threshold,ФК Спагет.НЕРО с кр.в том.соусе шт.,спагет неро с кр в том соусе шт,142,10.5,4.3,15.4,280,True,1561820,4289866,"Спагетти Неро с креветками в томатном соусе Перекрёсток Select, 280г",78,0.0,0,0.870,True,1828742,4382077,"Оладьи куриные со спагетти и томатным соусом Перекрёсток Select, 250г",0.713,2016804,4403477,"Биточек куриный со спагетти в томатном соусе Перекрёсток Select, 220г",0.709
215,REVIEW,review_threshold,ФКВ Салат КИМЧИ из кваш.ов.пек.кап.,салат кимчи из кваш ов пек кап,40.6,1.7,0.6,7.1,200,True,1840705,4377397,"Салат Кимчи из квашеных овощей из пекинской капусты Перекрёсток Select, 200 г",77,0.0,0,0.862,True,1832989,4381673,"Салат Дачный Перекрёсток Select, 160г",0.572,2113123,4430870,"Салат Оливье Перекрёсток Select, 180г",0.478
179,REVIEW,review_threshold,ФКВ Азу из говядины с карт.пюре шт.,азу из говядины с карт пюре шт,136,11.1,4.7,11.1,300,True,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",85,0.0,0,0.908,True,2118254,4438651,"Котлета из говядины с соусом из белых грибов и картофельным пюре Перекрёсток Select, 280г",0.694,2113121,4438168,"Студень из говядины Перекрёсток Select, 200г",0.651
181,REVIEW,review_threshold,ФКВ Шницель по-минист.с рис/овощ.шт.,шницель по минист с рис овощ шт,305,15.6,7.3,44.2,300,True,1574329,4312153,"Шницель по-министерски с рисом и овощами Перекрёсток Select, 300г",79,0.0,0,0.873,True,1832996,4381913,"Шницель куриный в яйце с картофельным пюре Перекрёсток Select, 210г",0.489,2020868,78036494,"Бейбичино с сиропом и растительным молоком, 200мл",0.480
185,REVIEW,review_threshold,ФКВ Котлета де-вол.кур.филе гр/спаг.,котлета де вол кур филе гр спаг,176,8.4,6.3,21.5,250,True,1619668,4364437,"Котлета де-воляй из куриного филе с грибами и спагетти Перекрёсток Select, 250г",73,0.0,0,0.838,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.612,2039310,4421287,"Котлеты куриные паровые Перекрёсток Select, 160г",0.545
